carat,cut,color,clarity,depth,table,price
1.0,2,7,5,64.0,58.0,6250
1.0,2,7,2,64.0,54.0,3304
0.72,2,6,3,63.9,58.0,2305
0.32,2,2,3,63.1,56.0,432
1.51,2,2,4,63.8,57.0,7577
0.76,5,2,7,62.2,55.0,2753
1.1,4,7,3,60.7,55.0,6468
0.96,3,4,3,60.3,57.0,4265
0.24,3,7,6,61.5,61.0,485
1.35,5,4,6,61.5,55.0,13230
0.33,5,6,4,62.1,56.0,928
1.53,2,6,2,57.1,56.0,7643
1.0,1,3,2,66.5,62.0,3248
0.32,2,7,3,63.3,57.0,589
0.94,4,6,3,60.0,58.0,4661
1.02,4,7,1,61.4,60.0,3769
1.21,3,4,4,62.3,58.0,7568
0.51,5,4,7,62.8,53.0,1810
0.35,3,3,7,62.6,57.0,798
1.02,5,5,2,61.0,58.0,4457
0.8,3,6,5,60.7,60.0,4118
0.51,2,6,3,63.9,56.0,1443
0.96,4,2,2,62.7,58.0,3229
0.51,5,4,6,61.8,56.0,1974
1.13,4,2,2,62.2,59.0,3987
0.4,3,1,4,62.5,60.0,596
0.83,5,5,5,61.2,54.0,4617
0.38,5,6,3,61.8,53.8,693
0.54,5,2,3,61.9,54.0,1057
0.7,3,7,3,62.5,55.0,2862
0.32,5,7,6,61.6,55.0,1107
1.24,4,5,2,61.4,58.0,5889
0.28,4,3,7,61.5,58.0,646
0.79,3,4,3,60.9,63.0,2394
0.9,2,7,3,61.1,62.0,4362
0.34,5,4,4,61.4,57.0,765
0.4,4,6,3,61.7,60.0,882
0.38,5,6,7,62.4,56.0,1267
0.51,5,3,5,62.0,56.0,1668
1.01,2,6,2,56.7,61.0,4413
0.31,5,6,4,61.8,55.0,872
1.07,5,2,4,61.1,57.0,4319
0.4,4,7,5,60.9,58.0,1200
0.72,5,5,4,59.5,57.0,2863
0.5,5,6,2,62.5,57.0,1154
0.31,3,7,6,60.5,56.0,1009
0.23,3,5,4,63.4,56.0,402
0.54,3,4,3,63.2,56.0,1389
0.55,4,6,2,58.4,61.0,1134
1.0,1,2,4,65.7,58.0,3265
0.3,3,2,5,62.9,59.0,473
0.33,5,7,3,62.0,56.0,728
0.73,4,5,4,62.7,58.0,2801
1.52,5,4,5,59.7,57.0,13777
0.44,5,6,4,62.4,57.0,1003
1.31,4,4,3,62.2,56.0,7358
0.9,4,7,2,62.3,58.0,3740
1.0,4,3,5,62.7,58.0,4732
0.75,3,5,5,62.3,57.0,3270
0.35,1,6,6,66.2,61.0,738
1.2,4,2,3,60.7,59.0,5510
0.56,5,5,7,62.1,56.0,2510
1.21,4,3,4,58.8,59.0,6708
1.08,5,3,3,61.8,54.0,5517
0.39,3,1,4,63.3,56.0,746
0.35,5,7,3,60.7,57.0,644
0.62,5,4,6,61.6,56.0,2861
0.78,3,6,5,61.5,60.0,3898
1.0,3,5,3,61.6,61.0,5197
0.83,5,4,3,61.8,55.0,3171
0.72,5,7,5,61.6,56.0,3554
0.29,5,6,5,60.6,55.0,619
1.39,4,4,3,61.3,59.0,7991
0.7,4,7,3,61.4,59.0,2218
0.45,1,6,4,66.9,60.0,980
0.5,4,7,4,61.3,59.0,1614
0.34,5,6,3,60.7,56.0,765
1.04,3,3,3,58.9,63.0,4484
1.01,4,2,3,61.8,58.0,4072
1.01,4,5,1,61.8,60.0,2781
1.06,5,6,3,61.8,56.0,6114
0.5,5,2,4,61.9,56.0,1410
1.0,2,7,4,65.7,55.0,6163
0.31,2,2,5,63.7,55.0,489
1.0,3,4,4,63.2,58.0,5645
0.36,5,3,8,60.6,56.0,980
0.33,5,6,7,61.9,57.0,1312
2.0,4,3,2,62.1,60.0,11202
1.21,5,3,3,62.1,59.0,6573
0.92,3,4,6,62.3,57.0,5183
0.31,4,5,4,63.0,57.0,749
0.41,3,6,3,59.3,61.0,705
0.38,5,4,4,60.4,57.0,726
1.53,3,5,5,63.2,58.0,11379
0.76,5,4,3,61.2,57.0,3212
0.91,5,4,2,62.7,57.0,3557
0.57,5,6,5,61.0,56.0,2297
0.71,4,6,4,62.4,60.0,2590
0.51,3,5,5,59.9,63.0,1812
0.91,3,3,3,63.4,56.0,3771
2.03,3,6,2,58.8,59.0,18115
1.5,4,1,5,62.8,59.0,9240
1.51,4,1,4,59.6,60.0,7553
0.9,2,1,6,57.4,61.0,3193
0.37,5,5,5,61.1,57.0,1041
1.21,5,6,5,61.7,56.0,12111
0.83,4,6,4,61.3,59.0,3625
0.7,2,4,4,63.8,59.0,2353
0.38,5,6,6,62.0,57.0,1176
0.4,2,1,5,63.2,57.0,631
1.0,3,5,3,62.8,59.0,4851
0.71,3,4,3,60.0,59.0,2711
0.4,2,6,3,63.3,56.0,687
2.01,4,4,2,59.4,62.0,14939
0.29,5,4,7,62.4,56.0,673
0.51,2,4,4,63.5,57.0,1343
0.41,4,6,2,62.1,58.0,876
0.42,5,2,7,60.2,57.0,884
0.53,5,2,4,62.1,54.0,1046
1.12,3,3,3,63.1,56.0,4576
0.76,5,1,4,61.7,56.0,2026
1.05,5,4,6,61.9,57.0,8645
1.21,3,2,2,60.0,58.0,4929
0.34,5,4,4,61.4,55.0,616
0.84,4,5,3,59.0,59.0,3115
0.34,4,4,4,61.2,58.0,765
0.6,5,7,7,62.5,55.0,4172
0.5,4,5,7,61.1,55.0,2081
1.22,5,2,2,60.7,57.0,4714
0.51,4,7,3,59.9,61.0,1574
1.06,4,6,3,60.8,58.0,5485
0.31,3,3,3,62.9,56.0,435
0.72,5,6,3,61.0,57.0,2835
0.3,5,4,7,62.7,54.0,764
0.33,5,5,7,61.8,57.0,1021
1.21,4,5,4,60.1,55.0,8870
0.39,2,5,4,64.3,55.0,681
0.43,4,5,3,61.7,58.0,739
1.02,2,4,4,63.8,59.0,6080
0.54,5,3,5,61.5,56.0,1637
1.3,4,5,4,60.4,59.0,10090
1.0,4,5,2,59.9,61.0,4333
2.11,4,3,2,61.0,58.0,13233
1.17,4,5,2,59.9,59.0,4167
0.9,3,7,3,61.0,63.0,4381
1.51,4,2,3,62.2,60.0,8794
1.01,3,1,4,59.3,59.0,4120
0.51,3,4,5,62.7,56.0,1656
1.55,3,3,3,63.2,57.0,7066
2.22,5,2,4,61.3,56.0,18531
0.31,4,3,5,61.7,61.0,698
0.6,5,5,6,62.3,56.0,2652
0.58,1,7,2,65.1,58.0,1156
1.1,4,5,2,62.1,56.0,3918
1.52,4,4,4,62.9,60.0,12148
0.91,3,6,2,62.8,59.0,3968
0.5,3,6,2,63.0,57.0,1098
1.62,3,2,4,62.0,60.0,9683
0.51,5,4,2,62.0,56.0,1188
0.3,5,7,4,61.6,57.0,710
1.01,4,5,2,62.6,54.0,4468
0.35,4,6,4,60.7,60.0,984
2.51,4,1,4,62.2,58.0,18020
1.05,5,4,5,61.2,57.0,8022
1.16,5,5,3,62.6,58.0,6768
0.52,3,3,3,62.6,55.0,1111
0.5,4,5,4,62.2,59.0,1436
0.5,5,3,3,62.0,56.0,1178
0.31,5,7,3,61.9,57.0,548
0.54,5,2,7,62.7,57.0,1564
1.14,5,3,3,61.6,56.0,7079
0.3,5,7,5,62.0,54.0,661
0.91,2,6,4,56.3,64.0,4823
0.56,4,4,4,62.5,57.0,1698
0.7,3,5,7,63.1,58.0,3622
0.3,4,4,5,62.2,59.0,776
0.3,4,3,4,62.3,58.0,473
0.5,3,6,2,62.8,55.0,1077
0.23,3,7,4,60.2,57.0,577
0.72,5,2,5,62.4,55.0,2868
0.32,5,4,8,61.0,56.0,918
0.3,3,3,6,60.6,58.0,605
1.31,4,6,2,61.2,60.0,5176
2.01,5,3,3,61.9,57.0,17403
0.4,5,3,4,61.4,57.0,926
0.9,3,5,4,62.6,58.0,4681
1.02,3,6,5,61.0,58.0,7503
0.3,3,6,6,62.4,58.0,622
0.31,5,7,4,61.8,55.0,734
1.0,1,1,5,65.5,55.0,2875
0.31,5,7,3,60.8,56.0,571
0.3,5,4,6,62.2,54.0,638
1.51,5,4,6,60.5,56.0,15303
0.45,4,5,2,62.6,57.0,996
1.01,3,2,3,63.2,55.0,3676
1.1,5,2,5,60.8,58.0,5291
0.36,3,3,8,61.6,56.0,865
0.72,3,5,5,62.2,57.0,3229
0.3,5,4,8,62.3,56.0,863
1.04,4,1,2,62.0,59.0,3669
0.35,3,7,6,60.0,56.0,1162
0.3,5,5,4,62.1,53.6,601
0.36,3,2,6,59.7,55.0,571
0.3,5,4,7,62.3,55.0,1013
0.5,1,5,5,65.0,55.0,1577
0.55,2,6,3,63.3,54.0,1138
0.32,2,7,8,57.8,56.0,1252
0.44,4,4,6,61.3,60.0,1081
1.01,4,7,2,59.3,59.0,5206
0.36,5,3,4,60.8,56.0,587
0.7,3,5,3,63.7,55.0,2192
1.26,4,3,2,60.9,57.0,5434
0.7,3,4,5,63.1,57.0,2497
0.3,5,7,4,62.6,56.0,710
0.32,4,4,3,60.9,56.0,612
1.23,5,1,4,61.5,57.0,5217
0.91,2,7,2,63.8,58.0,3848
0.92,4,7,3,62.5,59.0,5028
0.4,2,4,5,63.4,56.0,783
1.35,3,6,3,62.7,57.0,6860
0.39,3,5,4,63.3,55.0,1011
0.37,4,3,5,60.9,60.0,833
2.0,4,1,6,63.0,59.0,15214
1.23,4,2,2,62.4,58.0,5269
0.34,5,6,4,62.4,55.0,745
1.03,5,4,7,59.9,61.0,8955
0.5,3,6,3,61.5,62.0,1316
0.53,3,6,3,61.6,58.0,1395
0.7,5,3,5,61.0,56.0,3185
0.53,5,2,5,62.3,56.0,1427
0.54,5,5,2,61.2,56.0,1162
0.76,5,6,5,62.1,57.0,2947
0.71,5,7,3,61.4,55.0,3502
0.34,5,4,4,61.5,56.0,596
0.91,4,6,5,60.6,58.0,5101
0.31,5,7,3,61.2,57.0,684
1.23,5,3,5,62.1,54.0,7946
0.72,5,2,4,61.8,55.0,2650
1.28,4,3,3,62.3,58.0,6946
0.42,5,3,5,62.4,57.0,1087
0.32,4,4,4,62.1,60.0,561
1.11,4,2,4,63.0,53.0,4744
0.5,2,7,6,62.4,64.0,3017
0.74,5,2,5,61.1,57.0,2947
1.51,3,6,4,63.2,56.0,13757
2.6,5,1,2,62.5,56.0,18369
0.75,5,6,3,61.1,57.0,2993
1.05,4,4,2,61.3,58.0,4318
0.43,4,5,3,60.6,59.0,1016
0.4,5,4,2,62.6,54.0,573
0.39,3,5,6,58.2,62.0,1117
0.6,3,7,3,60.0,56.0,1841
0.32,5,4,8,61.8,55.0,918
0.26,3,6,6,61.7,61.0,564
1.2,4,2,3,61.7,56.0,4872
1.0,1,3,2,69.5,55.0,2875
0.9,5,5,3,61.8,57.0,3950
1.01,2,4,3,59.8,61.0,5277
1.01,3,7,7,62.8,57.0,13312
0.31,5,3,4,61.5,55.2,513
1.01,4,7,5,62.4,58.0,8416
1.0,3,6,4,59.0,58.0,6875
0.32,5,4,4,61.7,57.0,561
0.73,3,2,5,62.4,56.0,2288
1.14,5,3,3,61.8,56.0,7079
0.6,4,6,4,62.7,58.0,1819
1.41,3,4,7,61.2,55.0,14936
0.91,4,7,3,60.2,58.0,4816
0.74,3,2,4,60.8,59.0,2327
0.8,5,6,3,61.0,57.0,3890
1.59,4,7,2,59.4,61.0,7779
1.5,1,5,2,64.7,59.0,7056
0.3,2,4,2,63.3,57.0,394
0.5,2,4,6,64.1,56.0,1791
0.52,5,7,7,62.1,54.0,3373
0.3,5,4,6,62.5,53.8,687
0.4,3,6,3,62.8,59.0,707
0.71,5,5,3,62.5,55.0,2788
0.5,1,6,3,65.3,58.0,1134
0.35,5,7,4,60.9,57.0,829
1.37,5,2,4,61.6,55.0,8000
0.4,2,7,2,63.1,57.0,622
0.9,5,3,2,62.0,57.0,3578
0.34,2,4,3,63.9,58.0,507
0.33,3,4,6,61.4,55.0,692
0.76,3,3,3,63.0,58.0,2593
1.4,3,4,5,59.9,56.0,11584
0.7,4,4,5,61.4,59.0,2512
0.97,5,3,7,60.4,57.0,6801
1.5,4,6,5,60.3,60.0,16558
0.72,3,1,7,61.4,61.0,2093
0.42,4,7,3,61.9,59.0,1040
1.5,4,4,3,60.2,61.0,10219
0.75,5,2,4,60.4,59.0,2680
1.46,1,3,2,56.3,60.0,5723
0.43,4,5,5,59.9,58.0,1129
1.75,3,3,2,60.8,60.0,10727
0.81,2,4,2,59.2,64.0,2474
0.71,5,6,5,62.4,54.0,2923
0.43,3,5,3,62.4,57.0,792
1.54,5,2,4,60.7,56.0,7848
0.31,5,6,8,60.4,56.0,1188
1.73,4,1,3,60.7,58.0,9105
0.3,2,5,3,63.5,57.0,500
0.3,5,6,3,62.3,56.0,499
1.01,4,4,3,60.0,58.0,4805
1.02,4,3,3,62.6,59.0,4688
0.71,4,2,7,62.0,58.0,2549
0.74,4,6,5,62.7,58.0,2999
1.02,3,5,2,60.4,60.0,4162
0.3,5,2,6,62.3,53.7,532
1.0,3,5,6,63.2,56.0,8172
1.01,4,5,2,61.3,60.0,4497
0.27,5,2,5,61.6,56.0,432
0.38,3,1,3,63.2,59.0,538
0.35,4,7,7,60.8,58.0,1247
0.9,3,1,5,62.5,56.0,3188
1.09,5,5,3,61.4,56.0,6872
0.31,5,2,5,62.5,53.4,502
1.09,4,5,5,61.3,60.0,7588
0.41,5,5,5,61.9,55.0,1007
1.71,4,3,4,58.8,60.0,12607
0.81,4,4,5,62.1,58.0,3311
0.56,4,7,3,61.9,58.0,1723
0.71,4,6,2,60.4,61.0,2096
1.2,3,2,4,62.1,60.0,5986
1.15,5,3,1,62.0,55.0,3606
1.02,3,7,3,63.5,61.0,5598
0.28,3,5,7,62.9,57.0,642
1.0,5,5,7,62.3,53.0,10058
0.33,3,4,5,60.1,61.0,666
0.91,5,1,4,61.9,58.0,3299
1.88,2,1,2,57.9,59.0,8048
0.31,5,3,6,62.3,55.0,625
2.04,5,1,8,61.5,58.0,17327
0.32,3,4,8,62.9,55.0,872
0.44,5,5,2,61.7,54.0,655
2.03,4,1,2,61.7,61.0,12078
0.25,3,5,5,60.7,57.0,480
0.7,5,2,7,62.3,55.0,2536
0.52,3,5,7,62.0,57.0,2314
1.53,4,4,7,60.6,58.0,16451
0.74,4,4,3,59.6,59.0,2447
1.7,4,2,5,59.8,59.0,12737
0.51,3,2,4,63.3,56.0,1140
0.5,4,5,3,62.7,61.0,1286
1.02,3,2,5,62.2,60.0,5302
0.3,5,3,5,61.4,54.0,526
0.51,5,6,3,62.1,55.0,1438
0.65,4,4,3,59.9,59.0,1712
0.38,5,6,5,61.6,56.0,1000
1.0,3,5,5,58.4,63.0,6021
1.45,3,1,4,62.6,58.0,6980
1.52,5,5,3,62.0,54.0,12182
1.09,3,7,2,63.4,59.0,3742
0.32,5,4,5,61.2,56.0,645
0.41,4,4,4,61.3,57.0,1061
1.3,4,2,4,60.1,58.0,6442
0.23,5,5,5,61.9,56.0,493
0.77,4,3,5,61.3,60.0,2789
0.93,4,5,3,62.5,58.0,4010
0.39,5,4,3,61.4,55.0,919
0.64,5,4,2,62.2,53.0,1175
0.35,4,5,3,62.3,58.0,748
1.31,3,1,5,63.7,55.0,6101
0.51,5,7,4,61.5,55.0,1787
1.15,5,4,3,61.7,56.0,5224
0.9,2,2,4,63.8,55.0,3303
1.17,5,4,5,59.4,57.0,7155
0.54,5,3,7,61.9,54.0,1774
0.54,5,6,3,60.5,57.0,1637
0.5,2,6,6,58.9,61.0,2183
0.71,5,5,2,61.2,55.0,2365
0.5,2,6,4,63.7,59.0,1407
0.7,3,6,5,63.6,57.0,3154
1.51,3,5,2,63.4,57.0,9471
0.71,2,5,6,58.9,61.0,2960
2.01,4,3,4,62.6,59.0,13599
0.4,5,5,3,61.6,55.0,703
0.91,3,5,3,62.2,57.0,4108
1.14,5,5,6,61.9,57.0,10786
1.14,2,4,5,63.4,58.0,7042
0.36,4,7,3,59.6,58.0,663
0.77,3,4,4,61.3,60.0,2896
0.53,5,4,6,61.0,56.0,1946
0.55,5,4,2,62.1,56.0,1117
1.25,5,7,4,62.6,56.0,10114
0.37,4,2,7,61.6,59.0,874
0.5,5,2,3,59.8,59.0,1031
1.58,5,4,5,61.3,57.0,14624
1.12,3,4,2,61.2,58.0,5504
0.43,5,2,7,61.6,54.0,848
1.14,4,5,7,59.4,59.0,11654
1.23,4,4,5,59.6,60.0,8293
0.71,1,4,4,65.7,56.0,2274
0.52,4,5,4,62.5,58.0,1605
0.59,4,6,4,60.1,59.0,2578
0.32,5,4,7,61.2,56.0,814
1.26,1,2,2,64.8,57.0,4551
1.56,5,4,6,62.3,54.0,15609
0.51,4,5,7,62.6,57.0,2341
0.3,5,6,7,62.5,54.0,763
1.2,4,4,5,60.2,60.0,8442
0.3,5,6,4,63.8,56.0,619
1.01,4,3,3,61.9,57.0,4949
0.71,5,5,7,61.8,56.0,3880
0.71,4,4,5,62.4,61.0,2803
0.41,5,6,6,60.9,56.0,1243
0.55,4,7,3,62.7,59.0,1580
1.25,5,3,2,61.6,55.0,6030
0.32,5,4,2,63.0,56.0,540
0.56,3,6,4,61.1,57.0,1770
0.81,4,3,4,58.0,59.0,2795
0.83,4,4,2,61.6,57.0,2749
1.23,4,5,2,61.7,57.0,5695
0.51,5,5,5,62.5,55.0,1836
0.7,2,5,3,63.7,58.0,2242
0.54,5,3,3,61.1,56.0,1268
1.55,4,2,2,58.2,59.0,8069
0.9,2,1,2,63.9,56.0,2717
0.93,5,4,8,62.2,58.0,5879
0.33,4,4,6,61.7,58.0,752
2.0,4,4,2,60.4,61.0,17136
1.0,4,6,2,62.0,59.0,4077
0.32,3,4,5,61.8,60.0,645
0.31,5,5,8,60.2,57.0,1155
0.54,4,6,4,59.6,59.0,1555
0.42,5,3,2,62.0,54.0,625
1.51,5,4,4,59.8,60.0,12846
0.73,5,5,2,61.5,55.0,2255
1.16,5,4,6,62.2,56.0,9419
2.01,4,1,7,62.2,58.0,15836
0.42,4,6,3,61.5,58.0,926
0.76,5,3,3,61.3,55.0,3050
0.85,5,6,2,60.1,56.0,3787
0.81,5,3,5,61.8,58.0,3257
0.72,4,6,3,61.4,57.0,2476
0.32,5,4,2,62.5,55.0,421
1.08,4,3,5,62.5,60.0,5111
0.3,4,4,3,61.4,57.0,574
0.35,5,4,7,61.8,54.5,853
1.03,3,6,5,61.5,58.0,7477
1.29,5,5,5,60.7,57.0,11197
0.62,3,6,2,63.4,56.0,1426
0.3,4,4,6,62.0,58.0,684
1.06,3,4,5,63.0,56.0,6863
1.1,3,5,3,60.5,60.0,5667
2.02,3,3,3,59.3,60.0,18236
1.59,4,4,3,62.2,58.0,9707
1.56,2,1,4,57.6,65.0,7094
1.04,1,7,2,65.8,58.0,3780
0.5,4,6,2,59.4,60.0,1181
0.34,4,3,4,62.6,60.0,689
0.86,3,6,4,62.3,56.0,4665
0.25,3,7,6,63.0,56.0,512
1.7,4,4,5,61.0,59.0,16521
0.54,4,4,4,62.0,58.0,1637
0.61,5,5,5,61.9,57.0,2246
1.02,5,5,6,62.3,58.0,9598
0.91,3,5,3,62.3,58.0,4785
0.32,5,3,7,61.6,56.0,936
1.0,4,4,4,61.6,58.0,5940
1.01,3,6,3,63.1,57.0,5973
1.02,3,2,2,62.6,56.0,4084
1.01,4,6,3,59.0,59.0,5226
0.51,5,4,4,62.0,56.0,1443
0.36,5,6,4,61.9,56.0,1013
0.72,5,6,3,60.8,57.0,3409
1.08,5,2,3,61.4,57.0,4476
1.37,3,4,2,62.8,57.0,6609
1.0,4,4,4,63.0,59.0,5967
0.72,4,2,3,60.8,58.0,1858
0.32,3,6,4,62.9,56.0,702
0.82,4,3,4,62.6,59.0,2939
0.3,5,6,4,61.8,56.0,844
0.41,2,5,3,63.1,59.0,705
0.3,3,4,5,63.1,58.0,776
0.38,2,5,4,56.2,61.0,873
1.11,5,3,2,61.3,55.0,4578
0.56,4,5,3,60.8,58.0,1436
1.5,3,7,2,58.7,57.0,9009
0.7,3,5,4,60.9,61.0,2812
0.72,5,4,3,63.0,56.0,2385
0.3,5,7,7,62.2,57.0,1112
2.25,4,3,2,62.8,59.0,18034
1.02,5,6,2,62.7,57.0,4585
1.13,4,6,3,60.8,58.0,5179
1.02,3,6,3,60.5,63.0,4901
0.5,5,6,4,60.8,55.0,1768
1.5,5,4,2,61.5,57.0,7936
1.0,4,7,3,62.5,59.0,5880
0.31,3,2,3,60.7,60.0,408
1.17,5,3,8,61.0,53.0,8266
1.02,3,6,3,58.9,58.0,5232
0.27,5,3,4,60.5,57.0,397
1.04,2,5,2,64.2,56.0,4321
0.31,3,7,2,62.5,55.0,462
1.22,3,4,5,62.2,58.0,8633
0.31,4,7,3,61.2,60.0,732
0.3,4,3,7,61.3,61.0,878
1.01,2,2,3,63.6,55.0,3959
0.54,5,4,6,60.8,56.0,1852
0.3,5,6,8,62.0,54.0,943
2.01,5,3,3,61.5,55.0,14837
1.2,3,2,3,60.0,60.0,5408
0.3,3,6,2,61.7,61.0,421
0.54,3,5,4,58.2,60.0,1551
1.02,1,2,2,64.5,56.0,3084
1.52,2,2,3,64.1,57.0,8852
1.05,5,5,2,62.7,54.0,4866
2.21,4,5,2,59.6,60.0,16657
0.7,5,4,5,61.5,56.0,3065
0.54,4,6,5,60.3,58.0,2041
0.71,4,5,5,62.1,53.0,2961
1.5,4,3,4,61.8,59.0,11360
1.7,3,5,4,60.8,60.0,17597
0.24,3,6,6,59.7,60.0,485
0.43,5,5,6,61.5,55.0,1148
0.31,5,7,4,61.8,57.0,734
0.93,4,5,3,61.1,59.0,4182
1.51,3,3,4,60.9,54.0,11077
0.66,5,6,3,62.8,57.0,1901
1.19,4,3,3,62.7,61.0,5698
1.65,3,3,5,62.0,56.0,11823
0.62,5,4,6,61.6,56.0,2861
0.58,5,4,5,62.6,54.0,1984
1.01,5,4,6,60.9,54.0,7934
0.46,4,7,7,60.0,59.0,1947
0.31,5,4,3,61.9,55.0,493
0.53,5,5,6,62.2,56.0,2158
0.7,3,5,4,62.7,57.0,2437
0.7,3,7,5,60.4,58.0,3008
0.36,2,3,4,63.7,55.0,568
1.07,5,3,5,61.0,57.0,7440
0.59,3,5,3,63.4,54.0,2000
0.36,3,3,4,60.0,62.0,568
0.38,4,2,3,60.2,60.0,746
0.41,5,7,3,62.6,57.0,791
0.5,5,3,5,61.1,56.0,1637
1.01,3,6,3,62.6,57.0,4986
0.8,3,5,4,63.3,59.8,3283
0.5,3,5,5,62.3,55.0,1710
1.08,3,6,2,63.5,56.0,3726
0.49,4,5,2,60.8,60.0,980
0.35,4,3,5,61.7,59.0,788
1.01,5,5,2,62.9,57.0,4858
0.44,5,7,5,61.3,56.0,1294
0.33,4,4,4,60.8,58.0,579
0.31,2,6,3,63.9,56.0,544
1.05,5,5,8,61.7,56.0,13060
0.32,2,7,3,63.7,55.0,550
2.02,4,4,2,63.0,59.0,15014
0.44,3,4,2,60.6,55.0,1016
0.3,2,4,7,64.0,57.0,678
0.46,3,6,4,62.2,58.0,1243
0.7,5,4,3,61.6,56.0,2478
0.41,5,7,5,61.0,57.0,1151
1.02,4,4,3,58.9,59.0,5226
0.58,5,6,4,61.1,57.0,1884
0.39,5,5,7,62.3,55.0,1124
1.03,4,2,3,62.0,58.0,4326
1.1,3,2,2,60.5,59.0,4202
0.73,3,6,5,61.5,57.0,3492
0.54,3,1,4,63.0,57.0,1129
0.5,4,5,3,62.4,57.0,1838
0.44,5,1,6,62.1,55.0,726
0.71,3,3,6,63.0,58.0,2709
2.07,4,3,3,62.7,58.0,13993
0.58,3,4,3,62.9,57.0,1388
0.33,4,4,5,61.6,60.0,854
1.03,2,1,1,58.2,64.0,2220
0.5,5,3,8,61.8,56.0,2352
1.01,3,6,6,61.7,60.0,9930
1.0,2,3,2,63.4,61.0,3850
0.76,5,6,4,62.1,56.0,3431
0.4,3,5,6,62.9,55.0,972
1.5,3,4,2,63.2,58.0,7098
1.68,5,1,5,61.1,57.0,10681
0.9,5,3,5,62.2,56.0,5222
0.5,4,6,3,62.6,56.0,1314
0.58,3,5,5,62.4,55.0,2046
1.21,4,5,4,61.3,58.0,8139
0.7,2,7,4,64.1,59.0,3087
2.01,4,2,2,62.1,56.0,14428
0.72,5,5,7,61.8,57.0,5086
1.5,5,4,2,60.5,57.0,10543
0.31,4,2,4,60.8,58.0,558
1.91,5,4,2,62.2,55.0,12816
1.04,3,1,2,62.8,57.0,3459
0.7,3,6,2,62.6,55.0,2263
1.0,2,4,3,63.3,60.0,4543
0.33,5,2,8,61.7,55.0,675
0.33,4,4,5,60.8,59.0,666
0.32,5,4,4,61.8,55.0,720
0.7,3,6,3,62.8,56.0,2239
1.0,4,3,2,59.1,62.0,3640
0.33,4,3,5,62.4,60.0,693
0.7,5,4,6,62.1,56.0,2858
2.32,5,2,2,62.0,57.0,17676
0.75,5,6,4,61.7,56.0,3206
1.02,4,4,3,60.8,58.0,4718
1.59,5,1,3,62.4,55.0,8176
0.42,4,6,2,58.5,60.0,814
0.94,4,6,3,60.0,58.0,4580
1.5,3,3,2,63.1,57.0,7495
0.36,5,5,6,60.4,58.0,853
0.52,2,3,4,63.7,54.0,1385
0.31,4,3,6,61.2,59.0,625
1.01,3,3,5,63.0,55.0,5055
1.52,5,3,2,59.9,55.0,5277
1.11,4,1,4,59.9,60.0,4315
0.31,5,3,7,62.0,54.0,687
0.24,5,5,6,62.4,55.0,526
1.5,5,4,2,61.4,56.0,8736
1.44,3,3,2,58.2,61.0,7128
0.3,5,4,8,60.9,58.0,863
1.01,5,3,3,62.6,55.0,4965
0.41,4,3,3,60.9,60.0,876
0.35,4,4,3,60.6,58.0,669
0.61,3,4,6,62.3,59.0,2351
0.31,1,5,3,64.7,56.0,618
1.03,4,2,5,61.6,58.0,3553
0.56,5,4,4,62.2,57.0,1585
0.65,2,5,3,58.1,61.0,1843
1.9,5,3,4,61.7,55.0,12443
1.31,4,3,3,59.3,59.0,7395
0.39,4,4,4,60.9,59.0,1009
0.39,3,5,3,60.0,57.0,704
0.38,3,5,3,61.7,58.0,672
1.42,4,6,3,61.1,62.0,9447
1.29,3,1,4,61.3,60.0,5068
0.38,3,7,4,63.1,55.0,1005
1.01,3,5,4,61.6,57.0,6773
0.91,4,3,2,60.9,61.0,3453
0.31,3,3,4,62.5,54.0,489
1.02,2,3,3,63.9,55.0,4476
0.34,5,5,7,61.4,57.0,967
0.72,5,5,2,62.1,57.0,2241
0.76,5,4,2,62.7,56.0,2466
0.32,3,3,5,63.1,57.0,720
3.04,3,2,2,63.2,59.0,15354
1.2,3,6,3,61.0,58.0,6809
0.8,5,6,4,62.2,57.0,3584
0.38,5,6,5,61.8,54.7,924
0.71,4,6,3,59.2,59.0,2817
0.54,5,5,5,61.1,55.0,2083
0.91,3,6,6,61.1,61.0,7131
0.3,5,2,3,61.8,57.0,382
1.05,5,4,3,62.3,55.0,5361
0.42,5,3,5,62.0,57.0,1087
0.31,4,4,4,61.7,58.0,544
0.7,4,5,2,58.4,61.0,1966
0.5,4,6,4,62.7,54.0,1746
0.31,2,2,3,63.5,56.0,408
0.57,5,5,4,61.6,56.0,1684
0.75,3,5,2,59.8,56.0,2840
0.7,3,6,5,62.4,56.0,2854
0.91,3,3,3,62.2,60.0,3734
1.67,5,5,4,61.8,57.0,17351
0.44,2,5,3,63.8,54.0,756
0.51,4,5,6,61.2,59.0,1882
0.77,5,4,4,61.8,54.0,3300
0.34,5,7,4,60.8,57.0,1033
0.51,3,6,3,60.8,57.0,1363
1.57,4,3,4,62.2,58.0,11415
0.4,5,7,6,62.2,55.0,1263
1.69,5,2,4,60.5,56.0,13645
0.53,5,3,7,61.3,56.0,1781
1.71,5,4,5,62.1,55.0,16618
0.92,2,5,2,64.2,58.0,3340
0.34,5,4,6,61.9,57.0,995
1.2,4,6,6,62.3,59.0,12787
0.72,2,5,3,63.1,56.0,2647
